DISTRICTS,SOIL_TYPE,COMMODITIES,SEASONS,WATER_REQ,Min_Temp,Max_Temp,Ideal_Hum,N,P,K
Chikkamagaluru,Coastal Alluvial Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Chikkamagaluru,Coastal Alluvial Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Chikkamagaluru,Coastal Alluvial Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Chikkamagaluru,Coastal Alluvial Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Chikkamagaluru,Coastal Alluvial Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Chikkamagaluru,Coastal Alluvial Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
Chikkamagaluru,Coastal Alluvial Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Chitradurga,Red Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Chitradurga,Red Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Chitradurga,Red Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Chitradurga,Red Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Chitradurga,Red Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Chitradurga,Red Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Chitradurga,Red Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Chitradurga,Red Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Chitradurga,Red Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Chitradurga,Red Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Chitradurga,Red Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Chitradurga,Red Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Chitradurga,Red Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Pineapple,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Chitradurga,Red Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Chitradurga,Red Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Chitradurga,Red Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Rubber,Annual,HIGH,20,30,60,80,45,50
Chitradurga,Red Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Chitradurga,Red Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Chitradurga,Red Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Chitradurga,Red Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Chitradurga,Red Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Chitradurga,Red Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Dakshina Kannada,Coastal Alluvial Soil,Beans,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Dakshina Kannada,Coastal Alluvial Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Dakshina Kannada,Coastal Alluvial Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Dakshina Kannada,Coastal Alluvial Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Dakshina Kannada,Coastal Alluvial Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Dakshina Kannada,Coastal Alluvial Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Dakshina Kannada,Coastal Alluvial Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Dakshina Kannada,Coastal Alluvial Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Dakshina Kannada,Coastal Alluvial Soil,Jute,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Dakshina Kannada,Coastal Alluvial Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Dakshina Kannada,Coastal Alluvial Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Dakshina Kannada,Coastal Alluvial Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Dakshina Kannada,Coastal Alluvial Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Paddy(Basmati),Monsoon,HIGH,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Paddy(Basmati),Summer,HIGH,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Paddy(Common),Monsoon,HIGH,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Paddy(Common),Summer,HIGH,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Pointed gourd(Parval),Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Pointed gourd(Parval),Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Dakshina Kannada,Coastal Alluvial Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Dakshina Kannada,Coastal Alluvial Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Dakshina Kannada,Coastal Alluvial Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Rice,Monsoon,HIGH,20,35,85,90,42,43
Dakshina Kannada,Coastal Alluvial Soil,Rice,Summer,HIGH,20,35,85,90,42,43
Dakshina Kannada,Coastal Alluvial Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Dakshina Kannada,Coastal Alluvial Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Dakshina Kannada,Coastal Alluvial Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Dakshina Kannada,Coastal Alluvial Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Dakshina Kannada,Coastal Alluvial Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Dakshina Kannada,Coastal Alluvial Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Dakshina Kannada,Coastal Alluvial Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
Dakshina Kannada,Coastal Alluvial Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Davanagere,Red Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Davanagere,Red Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Davanagere,Red Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Davanagere,Red Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Davanagere,Red Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Davanagere,Red Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Davanagere,Red Soil,Cabbage,Winter,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Carrot,Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Cauliflower,Winter,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Coconut,Annual,HIGH,20,32,80,100,60,150
Davanagere,Red Soil,Ginger(Green),Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Green Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Davanagere,Red Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Davanagere,Red Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Marigold(Calcutta),Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Marigold(Calcutta),Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Marigold(loose),Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Marigold(loose),Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Davanagere,Red Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Davanagere,Red Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Davanagere,Red Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Pineapple,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Potato,Monsoon,MODERATE,15,25,75,120,60,110
Davanagere,Red Soil,Potato,Post-Monsoon,MODERATE,15,25,75,120,60,110
Davanagere,Red Soil,Raddish,Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Davanagere,Red Soil,Rose(Local),Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Rubber,Annual,HIGH,20,30,60,80,45,50
Davanagere,Red Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Seemebadnekai,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Seemebadnekai,Summer,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Spinach,Annual,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Sweet Potato,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Sweet Potato,Summer,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Sweet Potato,Winter,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Davanagere,Red Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Turmeric,Monsoon,MODERATE,20,30,60,80,45,50
Davanagere,Red Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Davanagere,Red Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Davanagere,Red Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Davanagere,Red Soil,White Peas,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Bajra(Pearl Millet/Cumbu),Monsoon,LOW,25,38,45,50,30,30
Dharwad,Black Soil,Bajra(Pearl Millet/Cumbu),Post-Monsoon,LOW,25,38,45,50,30,30
Dharwad,Black Soil,Bajra(Pearl Millet/Cumbu),Summer,LOW,25,38,45,50,30,30
Dharwad,Black Soil,Banana,Annual,HIGH,15,35,80,110,80,200
Dharwad,Black Soil,Bhindi(Ladies Finger),Monsoon,MODERATE,22,35,65,60,40,40
Dharwad,Black Soil,Bhindi(Ladies Finger),Summer,MODERATE,22,35,65,60,40,40
Dharwad,Black Soil,Bitter gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Bitter gourd,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Bottle gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Bottle gourd,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Brinjal,Monsoon,MODERATE,20,32,65,80,50,50
Dharwad,Black Soil,Brinjal,Summer,MODERATE,20,32,65,80,50,50
Dharwad,Black Soil,Brinjal,Winter,MODERATE,20,32,65,80,50,50
Dharwad,Black Soil,Capsicum,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Capsicum,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Cucumber(Kheera),Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Cucumber(Kheera),Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Green Avare(W),Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Green Chilli,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Green Chilli,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Groundnut,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Guava,Annual,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Jowar(Sorghum),Monsoon,LOW,24,34,50,60,30,30
Dharwad,Black Soil,Jowar(Sorghum),Post-Monsoon,LOW,24,34,50,60,30,30
Dharwad,Black Soil,Karbuja(Musk Melon),Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Lemon,Annual,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Maize,Monsoon,MODERATE,18,32,65,70,40,45
Dharwad,Black Soil,Mango,Summer,MODERATE,24,34,55,80,45,90
Dharwad,Black Soil,Mango(Raw-Ripe),Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Millets,Monsoon,LOW,20,30,60,80,45,50
Dharwad,Black Soil,Mustard,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Onion,Monsoon,MODERATE,15,27,55,100,50,50
Dharwad,Black Soil,Onion,Post-Monsoon,MODERATE,15,27,55,100,50,50
Dharwad,Black Soil,Onion Green,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Onion Green,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Orange,Annual,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Papaya,Annual,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Papaya(Raw),Annual,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Pomegranate,Annual,MODERATE,20,35,45,70,40,60
Dharwad,Black Soil,Pumpkin,Mosoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Red Gram,Monsoon,LOW,20,30,60,80,45,50
Dharwad,Black Soil,Ridgegourd(Tori),Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Ridgegourd(Tori),Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Round gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Season Leaves,Annual,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,"Sesamum(Sesame,Gingelly,Til)",Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,"Sesamum(Sesame,Gingelly,Til)",Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Snakegourd,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Snakegourd,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Soanf,Post-Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Soyabean,Monsoon,MODERATE,20,32,65,40,60,50
Dharwad,Black Soil,Sponge gourd,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Sponge gourd,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Sugarcane,Annual,HIGH,20,35,80,150,70,120
Dharwad,Black Soil,Surat Beans(Papadi),Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Surat Beans(Papadi),Winter,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Sweet Pumpkin,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Sweet Pumpkin,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Tamarind Fruit,Annual,LOW,20,30,60,80,45,50
Dharwad,Black Soil,Tender Coconut,Annual,HIGH,20,30,60,80,45,50
Dharwad,Black Soil,Thondekai,Monsoon,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Thondekai,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Tomatao,Monsoon,MODERATE,18,30,65,100,60,60
Dharwad,Black Soil,Tomatao,Summer,MODERATE,18,30,65,100,60,60
Dharwad,Black Soil,Tomatao,Winter',MODERATE,18,30,65,100,60,60
Dharwad,Black Soil,Water Melon,Summer,MODERATE,20,30,60,80,45,50
Dharwad,Black Soil,Wheat,Post-Monsoon,MODERATE,10,26,55,100,50,40
